Date,Open,High,Low,Close,Adj Close,Volume
2019-09-19,18.750000,20.139999,17.610001,20.110001,20.110001,11486300
2019-09-20,20.180000,21.000000,19.150000,19.309999,19.309999,2011500
2019-09-23,19.400000,19.950001,18.540001,18.809999,18.809999,668100
2019-09-24,18.889999,19.350000,16.510000,18.510000,18.510000,1931200
2019-09-25,18.469999,19.070000,17.680000,18.000000,18.000000,1253900
2019-09-26,17.980000,18.160000,17.000000,17.040001,17.040001,881600
2019-09-27,17.280001,17.500000,16.510000,16.520000,16.520000,1100600
2019-09-30,16.520000,17.350000,16.059999,17.250000,17.250000,634400
2019-10-01,17.209999,17.600000,16.139999,16.430000,16.430000,891900
2019-10-02,16.010000,16.165001,15.510000,15.970000,15.970000,704200
2019-10-03,15.940000,16.690001,15.700000,16.570000,16.570000,463800
2019-10-04,16.500000,16.750000,15.760000,16.700001,16.700001,342400
2019-10-07,16.600000,17.528999,16.440001,16.510000,16.510000,264200
2019-10-08,16.330000,16.639999,15.800000,16.450001,16.450001,461800
2019-10-09,16.410000,17.000000,16.370001,16.459999,16.459999,165600
2019-10-10,16.469999,16.670000,16.000000,16.080000,16.080000,353300
2019-10-11,16.250000,16.639999,16.250000,16.459999,16.459999,526000
2019-10-14,16.750000,17.299999,16.600000,16.680000,16.680000,778700
2019-10-15,16.840000,16.870001,16.020000,16.740000,16.740000,399600
2019-10-16,16.680000,16.700001,15.860000,15.900000,15.900000,640800
2019-10-17,15.800000,16.000000,15.300000,15.540000,15.540000,370300
2019-10-18,15.480000,16.410000,15.220000,16.160000,16.160000,494900
2019-10-21,16.280001,16.280001,15.770000,15.930000,15.930000,165000
2019-10-22,15.830000,15.900000,15.540000,15.540000,15.540000,175000
2019-10-23,15.500000,16.469999,15.450000,16.340000,16.340000,227800
2019-10-24,16.430000,16.980000,16.160000,16.160000,16.160000,826500
2019-10-25,16.219999,16.900000,16.200001,16.670000,16.670000,154800
2019-10-28,16.610001,17.100000,16.476999,16.959999,16.959999,183600
2019-10-29,16.879999,17.059999,16.570000,16.629999,16.629999,68500
2019-10-30,16.610001,16.950001,16.510000,16.940001,16.940001,139100
2019-10-31,16.889999,17.030001,16.549999,16.709999,16.709999,99500
2019-11-01,16.719999,16.930000,16.340000,16.680000,16.680000,113700
2019-11-04,16.719999,16.930000,16.549999,16.780001,16.780001,193100
2019-11-05,16.889999,16.959999,16.410000,16.530001,16.530001,135500
2019-11-06,16.730000,17.250000,16.549999,16.770000,16.770000,377600
2019-11-07,16.980000,17.100000,16.799999,16.990000,16.990000,221500
2019-11-08,17.030001,17.260000,16.924999,17.010000,17.010000,404100
2019-11-11,16.969999,17.260000,16.520000,16.520000,16.520000,362200
